item_id,i_cat_id,item_name,i_tested,clean_item_name,delim_name_list,d_len,d_maxgram
13900,58,Leps Grigory Full Throttle LP,True,leps grigory full throttle lp,['leps grigory full throttle lp'],1,5
13901,55,Leps Grigory Full Throttle (firms).,True,leps grigory full throttle firms,"['leps grigory full throttle', 'firms']",2,4
13902,59,Leps Grigory What can one DVD (firms).,False,leps grigory what can one dvd firms,"['leps grigory what can one dvd', 'firms']",2,6
13903,55,& Rosenbaum LEPSE GREGORY ALEXANDER pure fraternity Shore,True, rosenbaum lepse gregory alexander pure fraternity shore,['rosenbaum lepse gregory alexander pure fraternity shore'],1,7
13904,58,& Rosenbaum LEPSE GREGORY ALEXANDER pure fraternity Shore LP,True, rosenbaum lepse gregory alexander pure fraternity shore lp,['rosenbaum lepse gregory alexander pure fraternity shore lp'],1,8
13905,55,& Rosenbaum LEPSE GREGORY ALEXANDER pure fraternity Shore (companies).,False, rosenbaum lepse gregory alexander pure fraternity shore companies,"['rosenbaum lepse gregory alexander pure fraternity shore', 'companies']",2,7
13906,40,Learmonth (TV),False,learmonth tv,"['learmonth', 'tv']",2,1
13907,40,Over the Hedge (region),False,over the hedge region,"['over the hedge', 'region']",2,3
13908,58,Lesopoval I'll buy you a house LP,False,lesopoval ill buy you a house lp,['lesopoval ill buy you a house lp'],1,7
13909,40,SUMMER OF WOLVES,False,summer of wolves,['summer of wolves'],1,3
13910,37,SUMMER VOLKOV (BD),False,summer volkov bd,"['summer volkov', 'bd']",2,2
13911,40,SUMMER OF WOLVES (region),False,summer of wolves region,"['summer of wolves', 'region']",2,3
13912,40,SUMMER. CLASSMATES. LOVE,False,summer classmates love,['summer classmates love'],1,3
13913,37,SUMMER. CLASSMATES. LOVE (BD),False,summer classmates love bd,"['summer classmates love', 'bd']",2,3
13914,40,BAT + Truffaldino Bergamo,False,bat truffaldino bergamo,['bat truffaldino bergamo'],1,3
13915,40,Flying Ship (Region),False,flying ship region,"['flying ship', 'region']",2,2
13916,40,The Sweeney,False,the sweeney,['the sweeney'],1,2
13917,40,The Cranes Are Flying (region),False,the cranes are flying region,"['the cranes are flying', 'region']",2,4
13918,55,LESHCHENKO LEV Grand Collection,False,leshchenko lev grand collection,['leshchenko lev grand collection'],1,4
13919,37,Liar Liar (BD),True,liar liar bd,"['liar liar', 'bd']",2,2
13920,37,LEBANON (BD),False,lebanon bd,"['lebanon', 'bd']",2,1
13921,37,League of Extraordinary Gentlemen (HD),False,league of extraordinary gentlemen hd,"['league of extraordinary gentlemen', 'hd']",2,4
13922,40,LEAGUE DREAMS,False,league dreams,['league dreams'],1,2
13923,40,ELIMINATION (Region),True,elimination region,"['elimination', 'region']",2,1
13924,40,Lillehammer,False,lillehammer,['lillehammer'],1,1
13925,40,Lillehammer (region),False,lillehammer region,"['lillehammer', 'region']",2,1
13926,40,Lilo & Stitch (region),False,lilo stitch region,"['lilo stitch', 'region']",2,2
13927,40,Lilo and Stitch m 2 / f (Region),False,lilo and stitch m 2 f region,"['lilo and stitch m 2', 'f', 'region']",3,5
13928,40,Lilo and Stitch m / f wd,False,lilo and stitch m f wd,"['lilo and stitch m', 'f wd']",2,4
13929,37,Lilo and Stitch / Lilo and Stitch 2 (BD),False,lilo and stitch lilo and stitch 2 bd,"['lilo and stitch', 'lilo and stitch 2', 'bd']",3,4
13930,40,LIMBO,False,limbo,['limbo'],1,1
13931,37,LIMB (BD),False,limb bd,"['limb', 'bd']",2,1
13932,40,LIMB (region),True,limb region,"['limb', 'region']",2,1
13933,40,LEMONADE MOUTH,False,lemonade mouth,['lemonade mouth'],1,2
13934,55,LINDA Live,True,linda live,['linda live'],1,2
13935,40,LINCOLN,False,lincoln,['lincoln'],1,1
13936,37,LINCOLN (BD),False,lincoln bd,"['lincoln', 'bd']",2,1
13937,37,The Lincoln Lawyer e. (BD),False,the lincoln lawyer e bd,"['the lincoln lawyer e', 'bd']",2,4
13938,37,The Lincoln Lawyer (BD),False,the lincoln lawyer bd,"['the lincoln lawyer', 'bd']",2,3
13939,40,The Lincoln Lawyer (region),False,the lincoln lawyer region,"['the lincoln lawyer', 'region']",2,3
13940,55,LION is better than yesterday,False,lion is better than yesterday,['lion is better than yesterday'],1,5
13941,37,Velcro (BD),False,velcro bd,"['velcro', 'bd']",2,1
13942,40,Velcro (DVD + BD),False,velcro dvd bd,"['velcro', 'dvd bd']",2,2
13943,40,Velcro (region),False,velcro region,"['velcro', 'region']",2,1
13944,40,DOG AND FOX / The Fox and the Hound 2 (2 DVD),False,dog and fox the fox and the hound 2 2 dvd,"['dog and fox', 'the fox and the hound 2', '2 dvd']",3,6
13945,37,LIS and PES (BD),False,lis and pes bd,"['lis and pes', 'bd']",2,3
13946,40,The Fox and the PES (region),True,the fox and the pes region,"['the fox and the pes', 'region']",2,5
13947,37,LIS and USP 2 (BD),False,lis and usp 2 bd,"['lis and usp 2', 'bd']",2,4
13948,40,The Fox and the Hound 2 m / f (region),True,the fox and the hound 2 m f region,"['the fox and the hound 2 m', 'f', 'region']",3,7
13949,40,ELEVATOR,False,elevator,['elevator'],1,1
13950,40,Faces in the Crowd,False,faces in the crowd,['faces in the crowd'],1,4
13951,37,Scarface (BD),False,scarface bd,"['scarface', 'bd']",2,1
13952,41,BOS Better: BERGMAN Gharbi-De Havilland,False,bos better bergman gharbide havilland,"['bos better', 'bergman gharbide havilland']",2,3
13953,41,BOS Better: Garland-Rainer-Durbin,False,bos better garlandrainerdurbin,"['bos better', 'garlandrainerdurbin']",2,2
13954,41,BOS Better: Gable-Flynn-Gabin,False,bos better gableflynngabin,"['bos better', 'gableflynngabin']",2,2
13955,41,BOS Better: Olive BOGART Ford,False,bos better olive bogart ford,"['bos better', 'olive bogart ford']",2,3
13956,41,BOS Better: Hepburn DAVIS-RAINS,False,bos better hepburn davisrains,"['bos better', 'hepburn davisrains']",2,2
13957,41,"BOS Better: Chaplin, Keaton",False,bos better chaplin keaton,"['bos better', 'chaplin keaton']",2,2
13958,37,Dreamcatcher (BD),True,dreamcatcher bd,"['dreamcatcher', 'bd']",2,1
13959,40,Dreamcatcher WB (region),False,dreamcatcher wb region,"['dreamcatcher wb', 'region']",2,2
13960,37,Surf (BD),False,surf bd,"['surf', 'bd']",2,1
13961,37,Surf / Open Season 2 (BD),False,surf open season 2 bd,"['surf', 'open season 2', 'bd']",3,3
13962,40,TRAP,False,trap,['trap'],1,1
13963,40,The Decoy Bride,False,the decoy bride,['the decoy bride'],1,3
13964,58,VINE YURI Protected Places LP,False,vine yuri protected places lp,['vine yuri protected places lp'],1,5
13965,58,VINE YURI Journey to rock and roll LP,False,vine yuri journey to rock and roll lp,['vine yuri journey to rock and roll lp'],1,8
13966,58,VINE YURI Tosca LP,False,vine yuri tosca lp,['vine yuri tosca lp'],1,4
13967,40,LOLITA,False,lolita,['lolita'],1,1
13968,55,LOLITA Anatomy,True,lolita anatomy,['lolita anatomy'],1,2
13969,40,London-modern Babylon,False,londonmodern babylon,['londonmodern babylon'],1,2
13970,37,Lope de Vega: The Libertines and SEDUCER (BD),False,lope de vega the libertines and seducer bd,"['lope de vega', 'the libertines and seducer', 'bd']",3,4
13971,55,Lorak Ani Zazhigai heart (firms).,False,lorak ani zazhigai heart firms,"['lorak ani zazhigai heart', 'firms']",2,4
13972,40,The Lorax,False,the lorax,['the lorax'],1,2
13973,38,The Lorax (3D BD + BD + DVD),False,the lorax 3d bd bd dvd,"['the lorax', '3d bd bd dvd']",2,4
13974,37,The Lorax (BD + DVD),True,the lorax bd dvd,"['the lorax', 'bd dvd']",2,2
13975,37,Lawrence of Arabia (BD),False,lawrence of arabia bd,"['lawrence of arabia', 'bd']",2,3
13976,40,LOFT,True,loft,['loft'],1,1
13977,40,Lukoshko TALES 2 (region),False,lukoshko tales 2 region,"['lukoshko tales 2', 'region']",2,3
13978,40,Lukoshko TALES (region),False,lukoshko tales region,"['lukoshko tales', 'region']",2,2
13979,40,Lukoshko TALES - 3,False,lukoshko tales 3,['lukoshko tales 3'],1,3
13980,37,LUNA 2112 (BD),False,luna 2112 bd,"['luna 2112', 'bd']",2,2
13981,41,Looney Tunes (8 DVD) + 2 Plush (Bugs Bunny SYLVESTRE +) (Collection).,False,looney tunes 8 dvd 2 plush bugs bunny sylvestre collection,"['looney tunes', '8 dvd', '2 plush', 'bugs bunny sylvestre', 'collection']",5,3
13982,41,Looney Tunes (8 DVD) + 2 Plush (tweets COYOTE +) (Collection).,False,looney tunes 8 dvd 2 plush tweets coyote collection,"['looney tunes', '8 dvd', '2 plush', 'tweets coyote', 'collection']",5,2
13983,41,Looney Tunes (8DVD) + 2 Plush (Duffy + Tasmanian devils AIBN) (Collection).,False,looney tunes 8dvd 2 plush duffy tasmanian devils aibn collection,"['looney tunes', '8dvd', '2 plush', 'duffy tasmanian devils aibn', 'collection']",5,4
13984,41,LUNTIK SEASON 5 (Coll. 5 DVD),False,luntik season 5 coll 5 dvd,"['luntik season 5', 'coll 5 dvd']",2,3
13985,40,LUNTIK SEASON 6. Vol. 1,False,luntik season 6 vol 1,['luntik season 6 vol 1'],1,5
13986,40,LUNTIK Season 2 Issue 2 (Union),False,luntik season 2 issue 2 union,"['luntik season 2 issue 2', 'union']",2,5
13987,40,LUNTIK Season 5 Issue 4,False,luntik season 5 issue 4,['luntik season 5 issue 4'],1,5
13988,40,LUNTIK. Herringbone,False,luntik herringbone,['luntik herringbone'],1,2
13989,40,LUNTIK. Herringbone (region),False,luntik herringbone region,"['luntik herringbone', 'region']",2,2
13990,40,LUNTIK. ASSORTED. COMPENDIUM 3 (4 DVD),False,luntik assorted compendium 3 4 dvd,"['luntik assorted compendium 3', '4 dvd']",2,4
13991,40,LUNTIK. Good wizard. Season 6. Issue 3.,False,luntik good wizard season 6 issue 3,['luntik good wizard season 6 issue 3'],1,7
13992,40,LUNTIK. HEAT,False,luntik heat,['luntik heat'],1,2
13993,40,LUNTIK. SEASON 6 (5 DVD),False,luntik season 6 5 dvd,"['luntik season 6', '5 dvd']",2,3
13994,40,LUNTIK. SEASON 6. No. 5,False,luntik season 6 no 5,['luntik season 6 no 5'],1,5
13995,40,LUNTIK. SEASON 6. Vol. 1 (region),False,luntik season 6 vol 1 region,"['luntik season 6 vol 1', 'region']",2,5
13996,40,LUNTIK. SEASON 6 Issue 2 (region),False,luntik season 6 issue 2 region,"['luntik season 6 issue 2', 'region']",2,5
13997,40,LUNTIK. SEASON 6. Vol.3 (region),False,luntik season 6 vol3 region,"['luntik season 6 vol3', 'region']",2,4
13998,40,LUNTIK. SEASON 6 issue 4 (region),False,luntik season 6 issue 4 region,"['luntik season 6 issue 4', 'region']",2,5
13999,40,LUNTIK. SEASON 6. Issue 5 (region),False,luntik season 6 issue 5 region,"['luntik season 6 issue 5', 'region']",2,5
14000,40,LUNTIK. 6. RELEASE SEASON 2,False,luntik 6 release season 2,['luntik 6 release season 2'],1,5
14001,40,LUNTIK. Sunbeams (region),False,luntik sunbeams region,"['luntik sunbeams', 'region']",2,2
14002,40,LUNTIK. SURPRISE (region),False,luntik surprise region,"['luntik surprise', 'region']",2,2
14003,40,LUNTIK. Season 6. Issue 4,False,luntik season 6 issue 4,['luntik season 6 issue 4'],1,5
14004,40,LUNTIK. Skilful hands,False,luntik skilful hands,['luntik skilful hands'],1,3
14005,40,LUNTIK. Skilful hands (region),False,luntik skilful hands region,"['luntik skilful hands', 'region']",2,3
14006,40,LUNTIK. Cap of invisibility (region),False,luntik cap of invisibility region,"['luntik cap of invisibility', 'region']",2,4
14007,40,LUNTIK: ARTISTS,False,luntik artists,"['luntik', 'artists']",2,1
14008,40,LUNTIK: And the Earth is round! (region),False,luntik and the earth is round region,"['luntik', 'and the earth is round', 'region']",3,5
14009,40,LUNTIK: Favorite Doll,False,luntik favorite doll,"['luntik', 'favorite doll']",2,2
14010,40,LUNTIK: THIS TEAM,False,luntik this team,"['luntik', 'this team']",2,2
14011,40,LUNTIK: THIS TEAM (region),False,luntik this team region,"['luntik', 'this team', 'region']",3,2
14012,40,LUNTIK: HOLIDAY,False,luntik holiday,"['luntik', 'holiday']",2,1
14013,40,LUNTIK: Sunbeams,False,luntik sunbeams,"['luntik', 'sunbeams']",2,1
14014,40,LUNTIK: SURPRISE,False,luntik surprise,"['luntik', 'surprise']",2,1
14015,40,LUNTIK: ARTISTS (region),False,luntik artists region,"['luntik', 'artists', 'region']",3,1
14016,40,LUNTIK: cap of invisibility,False,luntik cap of invisibility,"['luntik', 'cap of invisibility']",2,3
14017,37,Good as It Gets (BD),False,good as it gets bd,"['good as it gets', 'bd']",2,4
14018,40,Best of me,False,best of me,['best of me'],1,3
14019,40,BEST DEAL,True,best deal,['best deal'],1,2
14020,37,BEST OFFER (BD),True,best offer bd,"['best offer', 'bd']",2,2
14021,40,Best releases. Bakugan-1 (region),False,best releases bakugan1 region,"['best releases bakugan1', 'region']",2,3
14022,40,Best releases. Bakugan-3 (region),False,best releases bakugan3 region,"['best releases bakugan3', 'region']",2,3
14023,40,Best releases. Bakugan-4 (region),False,best releases bakugan4 region,"['best releases bakugan4', 'region']",2,3
14024,40,Best releases. BEN 10 -1 (region),False,best releases ben 10 1 region,"['best releases ben 10 1', 'region']",2,5
14025,40,Best releases. BEN 10 -3 (region),False,best releases ben 10 3 region,"['best releases ben 10 3', 'region']",2,5
14026,40,Best releases. BEN 10 -4 (region),True,best releases ben 10 4 region,"['best releases ben 10 4', 'region']",2,5
14027,40,Bright Days Ahead,False,bright days ahead,['bright days ahead'],1,3
14028,40,Life Happens,False,life happens,['life happens'],1,2
14029,40,BEST HISTORICAL Blockbuster (2DVD),False,best historical blockbuster 2dvd,"['best historical blockbuster', '2dvd']",2,3
14030,40,BEST ANIMATION NEW YEAR (region),False,best animation new year region,"['best animation new year', 'region']",2,4
14031,40,Top Gun (region),False,top gun region,"['top gun', 'region']",2,2
14032,40,BALD Nanny Pacifier wd,False,bald nanny pacifier wd,['bald nanny pacifier wd'],1,4
14033,40,Beloveds MECHANICS GAVRILOVA (rem.),True,beloveds mechanics gavrilova rem,"['beloveds mechanics gavrilova', 'rem']",2,3
14034,40,Beloved Woman Mechanic Gavrilov (region),False,beloved woman mechanic gavrilov region,"['beloved woman mechanic gavrilov', 'region']",2,4
14035,40,PETS,False,pets,['pets'],1,1
14036,40,HOT filmstrip (coll.),False,hot filmstrip coll,"['hot filmstrip', 'coll']",2,2
14037,40,FAVORITE CARTOONS Leopold №1 (region),False,favorite cartoons leopold 1 region,"['favorite cartoons leopold 1', 'region']",2,4
14038,40,FAVORITE CARTOONS Leopold №2 (region),False,favorite cartoons leopold 2 region,"['favorite cartoons leopold 2', 'region']",2,4
14039,40,FAVORITE CARTOONS Leopold №3 (region),False,favorite cartoons leopold 3 region,"['favorite cartoons leopold 3', 'region']",2,4
14040,40,FAVORITE CARTOONS Leopold №4 (region),False,favorite cartoons leopold 4 region,"['favorite cartoons leopold 4', 'region']",2,4
14041,40,FAVORITE CARTOONS Leopold №5 (region),False,favorite cartoons leopold 5 region,"['favorite cartoons leopold 5', 'region']",2,4
14042,40,FAVORITE CARTOONS Leopold №6 (region),False,favorite cartoons leopold 6 region,"['favorite cartoons leopold 6', 'region']",2,4
14043,40,FAVORITE CARTOONS Leopold №8 (region),False,favorite cartoons leopold 8 region,"['favorite cartoons leopold 8', 'region']",2,4
14044,40,LOVE DOES NOT LOVE,False,love does not love,['love does not love'],1,4
14045,40,LOVE DOES NOT LOVE,False,love does not love,['love does not love'],1,4
14046,40,The Right Kind of Wrong (region),False,the right kind of wrong region,"['the right kind of wrong', 'region']",2,5
14047,37,"Love You, Man (BD)",False,love you man bd,"['love you man', 'bd']",2,3
14048,40,The Oranges,False,the oranges,['the oranges'],1,2
14049,37,The Oranges (BD),False,the oranges bd,"['the oranges', 'bd']",2,2
14050,40,LOVE,False,love,['love'],1,1
14051,37,LOVE (BD),False,love bd,"['love', 'bd']",2,1
14052,40,LOVE direct,False,love direct,['love direct'],1,2
14053,41,Love in the City (1 + 2 + 3),False,love in the city 1 2 3,"['love in the city', '1 2 3']",2,4
14054,40,LOVE IN BIG CITY 3,False,love in big city 3,['love in big city 3'],1,5
14055,40,LOVE IN THE SQUARE,False,love in the square,['love in the square'],1,4
14056,37,LOVE USSR (BD),False,love ussr bd,"['love ussr', 'bd']",2,2
14057,40,Daddy or Mommy,True,daddy or mommy,['daddy or mommy'],1,3
14058,40,LOVE threesome,False,love threesome,['love threesome'],1,2
14059,40,LOVE LIVES THREE YEARS,False,love lives three years,['love lives three years'],1,4
14060,40,Love lives for three years (region),False,love lives for three years region,"['love lives for three years', 'region']",2,5
14061,40,Love the wall. CINEMA WITHOUT BORDERS,False,love the wall cinema without borders,['love the wall cinema without borders'],1,6
14062,40,LOVE EARTH (region),False,love earth region,"['love earth', 'region']",2,2
14063,37,Love and doves (BD),False,love and doves bd,"['love and doves', 'bd']",2,3
14064,40,LOVE AND DOVES (rem),True,love and doves rem,"['love and doves', 'rem']",2,3
14065,40,LOVE AND DOVES (Region),False,love and doves region,"['love and doves', 'region']",2,3
14066,40,LOVE AND DOVES (region),False,love and doves region,"['love and doves', 'region']",2,3
14067,40,Love and Other Drugs,False,love and other drugs,['love and other drugs'],1,4
14068,37,Love and Other Drugs (BD + DVD),False,love and other drugs bd dvd,"['love and other drugs', 'bd dvd']",2,4
14069,40,Love and Other Drugs (region),False,love and other drugs region,"['love and other drugs', 'region']",2,4
14070,37,LOVE AND BETRAYAL (BD),False,love and betrayal bd,"['love and betrayal', 'bd']",2,3
14071,40,LOVE AND BETRAYAL (DVD + BD),False,love and betrayal dvd bd,"['love and betrayal', 'dvd bd']",2,3
14072,40,LOVE AND BETRAYAL (region),False,love and betrayal region,"['love and betrayal', 'region']",2,3
14073,40,Love at Your Fingertips,False,love at your fingertips,['love at your fingertips'],1,4
14074,37,LOVE NEVER DIES / Phantom of the Opera (BD),False,love never dies phantom of the opera bd,"['love never dies', 'phantom of the opera', 'bd']",3,4
14075,40,LOVE ALL DISEASES,True,love all diseases,['love all diseases'],1,3
14076,40,Something's Gotta Give WB (region),False,somethings gotta give wb region,"['somethings gotta give wb', 'region']",2,4
14077,40,Better Living Through Chemistry,False,better living through chemistry,['better living through chemistry'],1,4
14078,40,Love in an adult,False,love in an adult,['love in an adult'],1,4
14079,40,LOVE WITH ACCENT,False,love with accent,['love with accent'],1,3
14080,37,Love at ACCENT (BD),False,love at accent bd,"['love at accent', 'bd']",2,3
14081,40,LOVE WITH OBSTACLES,False,love with obstacles,['love with obstacles'],1,3
14082,37,LOVE with obstacles (BD),False,love with obstacles bd,"['love with obstacles', 'bd']",2,3
14083,40,LOVE with obstacles (DVD + BD),False,love with obstacles dvd bd,"['love with obstacles', 'dvd bd']",2,3
14084,37,Love at risk for life (BD),False,love at risk for life bd,"['love at risk for life', 'bd']",2,5
14085,40,La chance de ma vie (DVD + BD),False,la chance de ma vie dvd bd,"['la chance de ma vie', 'dvd bd']",2,5
14086,40,La chance de ma vie (region),False,la chance de ma vie region,"['la chance de ma vie', 'region']",2,5
14087,40,Winter's Tale,False,winters tale,['winters tale'],1,2
14088,37,Winter's Tale (BD),True,winters tale bd,"['winters tale', 'bd']",2,2
14089,40,Love-Carrot 3,False,lovecarrot 3,['lovecarrot 3'],1,2
14090,37,LOVE CARROT-3 (BD),False,love carrot3 bd,"['love carrot3', 'bd']",2,2
14091,40,LOVE IS ALL YOU NEED,False,love is all you need,['love is all you need'],1,5
14092,37,Love is All you need (BD),False,love is all you need bd,"['love is all you need', 'bd']",2,5
14093,40,Love is all you need (region),False,love is all you need region,"['love is all you need', 'region']",2,5
14094,37,Love is all that you need to e (BD),False,love is all that you need to e bd,"['love is all that you need to e', 'bd']",2,8
14095,37,LOVE. DIRECTIONS FOR USE (BD),False,love directions for use bd,"['love directions for use', 'bd']",2,4
14096,40,LOVE. FT (region),False,love ft region,"['love ft', 'region']",2,2
14097,40,LYUBOV.INSTRUKTSIYA USE (region),False,lyubovinstruktsiya use region,"['lyubovinstruktsiya use', 'region']",2,2
14098,40,CURIOUS BARABARA,False,curious barabara,['curious barabara'],1,2
14099,58,Lube Atas LP,False,lube atas lp,['lube atas lp'],1,3
14100,58,"Lube For you, Motherland - Mother! LP",False,lube for you motherland mother lp,['lube for you motherland mother lp'],1,6
14101,55,"Lube For you, Motherland - Mother! (Firms).",True,lube for you motherland mother firms,"['lube for you motherland mother', 'firms']",2,5
14102,55,Lube Best Songs 1989-2015 3CD (firms).,True,lube best songs 19892015 3cd firms,"['lube best songs 19892015 3cd', 'firms']",2,5
14103,55,Lube New collection 1,True,lube new collection 1,['lube new collection 1'],1,4
14104,55,Lube New Collection 2,False,lube new collection 2,['lube new collection 2'],1,4
14105,60,Lube Complete Collection 8CD works (box),False,lube complete collection 8cd works box,"['lube complete collection 8cd works', 'box']",2,5
14106,58,Lube Guys our regiment 2LP,False,lube guys our regiment 2lp,['lube guys our regiment 2lp'],1,5
14107,55,Lube his 20 years,False,lube his 20 years,['lube his 20 years'],1,4
14108,60,Lube Jubilee collection 11CD (box),True,lube jubilee collection 11cd box,"['lube jubilee collection 11cd', 'box']",2,4
14109,40,"Men In Black (1,2,3)",False,men in black 123,"['men in black', '123']",2,3
14110,40,Men In Black (reprint),True,men in black reprint,"['men in black', 'reprint']",2,3
14111,40,Men In Black 1 + 2 (reissue),False,men in black 1 2 reissue,"['men in black 1 2', 'reissue']",2,5
14112,37,Men in Black 1/2. REVISED (BD),False,men in black 12 revised bd,"['men in black 1', '2 revised', 'bd']",3,4
14113,40,Men In Black 2 (reprint),False,men in black 2 reprint,"['men in black 2', 'reprint']",2,4
14114,37,Men In Black 2. REVISED (BD),False,men in black 2 revised bd,"['men in black 2 revised', 'bd']",2,5
14115,40,Men In Black 2 / In pursuit of happiness,False,men in black 2 in pursuit of happiness,"['men in black 2', 'in pursuit of happiness']",2,4
14116,40,Men In Black 3,False,men in black 3,['men in black 3'],1,4
14117,38,Men In Black 3 (3D BD),False,men in black 3 3d bd,"['men in black 3', '3d bd']",2,4
14118,37,Men In Black 3 (BD),False,men in black 3 bd,"['men in black 3', 'bd']",2,4
14119,40,Men in Black 3 (region),False,men in black 3 region,"['men in black 3', 'region']",2,4
14120,37,MEN IN BLACK. REVISED (BD),False,men in black revised bd,"['men in black revised', 'bd']",2,4
14121,40,People and Mannequins (rem) (2DVD),True,people and mannequins rem 2dvd,"['people and mannequins', 'rem', '2dvd']",3,3
14122,41,X-Men. COLLECTION (1-6),False,xmen collection 16,"['xmen collection', '16']",2,2
14123,41,X-Men. COLLECTION (1-6) (BD),False,xmen collection 16 bd,"['xmen collection', '16', 'bd']",3,2
14124,41,X-Men. COLLECTION (1-7),True,xmen collection 17,"['xmen collection', '17']",2,2
14125,37,X-Men. COLLECTION (1-7) (7BD),True,xmen collection 17 7bd,"['xmen collection', '17', '7bd']",3,2
14126,40,X-Men: Days of Future Past,True,xmen days of future past,"['xmen', 'days of future past']",2,4
14127,38,X-Men: Days of Future Past (3D BD),True,xmen days of future past 3d bd,"['xmen', 'days of future past', '3d bd']",3,4
14128,37,Men: days gone FUTURE (BD),True,men days gone future bd,"['men', 'days gone future', 'bd']",3,3
14129,40,People like us,False,people like us,['people like us'],1,3
14130,37,HOW TO PEOPLE (BD),True,how to people bd,"['how to people', 'bd']",2,3
14131,40,PEOPLE X 1 (2DVD + BD) zhel.boks,False,people x 1 2dvd bd zhelboks,"['people x 1', '2dvd bd', 'zhelboks']",3,3
14132,37,PEOPLE X 1 (BD),False,people x 1 bd,"['people x 1', 'bd']",2,3
14133,40,PEOPLE X 2 (2DVD + BD) zhel.boks,False,people x 2 2dvd bd zhelboks,"['people x 2', '2dvd bd', 'zhelboks']",3,3
14134,37,PEOPLE X 2 (BD),False,people x 2 bd,"['people x 2', 'bd']",2,3
14135,37,X 3 PEOPLE (BD),True,x 3 people bd,"['x 3 people', 'bd']",2,3
14136,37,PEOPLE H. Pentalog (BD),True,people h pentalog bd,"['people h pentalog', 'bd']",2,3
14137,37,X-Men: The Beginning. Wolverine (BD),True,xmen the beginning wolverine bd,"['xmen', 'the beginning wolverine', 'bd']",3,3
14138,41,X-Men: Pentalog,False,xmen pentalog,"['xmen', 'pentalog']",2,1
14139,40,X-Men: First Class,False,xmen first class,"['xmen', 'first class']",2,2
14140,37,X MEN: FIRST CLASS (BD),True,x men first class bd,"['x men', 'first class', 'bd']",3,2
14141,37,Men: TRILOGY (BD),False,men trilogy bd,"['men', 'trilogy', 'bd']",3,1
14142,40,LUCY,False,lucy,['lucy'],1,1
14143,37,LUCY (BD),False,lucy bd,"['lucy', 'bd']",2,1
14144,55,Liapis Trubetskoy Funny pictures (firms).,False,liapis trubetskoy funny pictures firms,"['liapis trubetskoy funny pictures', 'firms']",2,4
14145,55,Liapis Trubetskoy Gry (firms).,False,liapis trubetskoy gry firms,"['liapis trubetskoy gry', 'firms']",2,3
14146,58,Liapis Trubetskoy Capital LP,False,liapis trubetskoy capital lp,['liapis trubetskoy capital lp'],1,4
14147,55,Liapis Trubetskoy Matryoshka (firms).,False,liapis trubetskoy matryoshka firms,"['liapis trubetskoy matryoshka', 'firms']",2,3
14148,55,Liapis Trubetskoy worker correspondents (companies).,False,liapis trubetskoy worker correspondents companies,"['liapis trubetskoy worker correspondents', 'companies']",2,4
14149,62,Lava ball Little Inu,False,lava ball little inu,['lava ball little inu'],1,4
14150,43,Okay Poteshki Lullabies Children from 0 to 1 year (mp3-CD) (jewel),False,okay poteshki lullabies children from 0 to 1 year mp3cd jewel,"['okay poteshki lullabies children from 0 to 1 year', 'mp3cd', 'jewel']",3,9
14151,61,Lamp Minecraft Diamond Ore Cube,True,lamp minecraft diamond ore cube,['lamp minecraft diamond ore cube'],1,5
14152,61,Lamp Minecraft Light Up Torch,True,lamp minecraft light up torch,['lamp minecraft light up torch'],1,5
14153,61,Lamp Minecraft Redstone Ore Cube,True,lamp minecraft redstone ore cube,['lamp minecraft redstone ore cube'],1,5
14154,30,"Lara Jones and the Secret of Nikola Tesla [PC, Jewel]",False,lara jones and the secret of nikola tesla pc jewel,"['lara jones and the secret of nikola tesla', 'pc jewel']",2,8
14155,43,Nigel Latta Before your child will drive you crazy (mp3-CD) (DVD-Digipack),False,nigel latta before your child will drive you crazy mp3cd dvddigipack,"['nigel latta before your child will drive you crazy', 'mp3cd', 'dvddigipack']",3,9
14156,57,Legends of Russian rock. The Best (mp3) (Jewel),False,legends of russian rock the best mp3 jewel,"['legends of russian rock the best', 'mp3', 'jewel']",3,6
14157,23,"Ice Age 4 Continental Drift. Arctic game (for Kinect) [Xbox 360, rus.v.]",False,ice age 4 continental drift arctic game for kinect xbox 360 rusv,"['ice age 4 continental drift arctic game', 'for kinect', 'xbox 360 rusv']",3,7
14158,30,"Ice Age 4 Continental Drift. Arctic Games [PC, Jewel Russian version]",False,ice age 4 continental drift arctic games pc jewel russian version,"['ice age 4 continental drift arctic games', 'pc jewel russian version']",2,7
14159,28,"Ice Age 4 Continental Drift. Arctic Games [PC, Russian version]",False,ice age 4 continental drift arctic games pc russian version,"['ice age 4 continental drift arctic games', 'pc russian version']",2,7
14160,19,"Ice Age 4 Continental Drift. Arctic Games [PS3, Russian version]",False,ice age 4 continental drift arctic games ps3 russian version,"['ice age 4 continental drift arctic games', 'ps3 russian version']",2,7
14161,43,Sergey Lem Solaris (mp3-CD) (jewel),False,sergey lem solaris mp3cd jewel,"['sergey lem solaris', 'mp3cd', 'jewel']",3,3
14162,43,Stanislaw Lem Invincible (mp3-CD) (Jewel),False,stanislaw lem invincible mp3cd jewel,"['stanislaw lem invincible', 'mp3cd', 'jewel']",3,3
